iter	TotalF1	Logloss
223	0.6550539025	0.5519708053
224	0.6550648724	0.5519707212
225	0.655075842	0.5519700956
226	0.655075842	0.5519696998
227	0.6550868112	0.5519680181
228	0.6550868112	0.5519642573
229	0.655075842	0.551963235
230	0.655075842	0.551959703
231	0.655075842	0.5519593798
232	0.655075842	0.5519580357
233	0.655075842	0.5519525352
234	0.655075842	0.5519492457
235	0.655075842	0.5519487585
236	0.655075842	0.5519468196
237	0.655075842	0.5519425561
238	0.655075842	0.5519392505
239	0.6550868112	0.5519355829
240	0.6550868112	0.5519345248
241	0.6550868112	0.5519340142
242	0.6550977801	0.5519326355
243	0.6551197169	0.5519275647
244	0.6551197169	0.5519241266
245	0.6551197169	0.5519227471
246	0.6551197169	0.5519204468
247	0.6551197169	0.551918519
248	0.6551197169	0.5519184069
249	0.6551197169	0.5519181851
250	0.6551306847	0.5519162306
251	0.6551306847	0.5519141498
252	0.6551306847	0.5519134008
253	0.6551306847	0.5519093169
254	0.6551306847	0.5519072213
255	0.6551306847	0.5519059004
256	0.6551306847	0.5519044837
257	0.6551306847	0.5519036209
258	0.6551306847	0.5519019696
259	0.6551306847	0.5519016918
260	0.6551306847	0.551900328
261	0.6551306847	0.5519002213
262	0.6551306847	0.5519001263
263	0.6551306847	0.5518972605
264	0.6551306847	0.5518954255
265	0.6551306847	0.5518952489
266	0.6551306847	0.5518951786
267	0.6551416522	0.5518937649
268	0.6551416522	0.5518907734
269	0.6551416522	0.5518881669
270	0.6551416522	0.5518869679
271	0.6551416522	0.5518862055
272	0.6551416522	0.5518852134
273	0.6551416522	0.5518847375
274	0.6551416522	0.5518831852
275	0.6551416522	0.5518808282
276	0.6551416522	0.5518787499
277	0.6551416522	0.5518763856
278	0.6551416522	0.5518756261
279	0.6551416522	0.5518753004
280	0.6551416522	0.5518748355
281	0.6551416522	0.5518747912
282	0.6551526194	0.5518726306
283	0.6551526194	0.5518716982
284	0.6551526194	0.5518715558
285	0.6551526194	0.5518702506
286	0.6551526194	0.5518671723
287	0.6551526194	0.5518666187
288	0.6551526194	0.5518663634
289	0.6551526194	0.55186508
290	0.6551526194	0.5518647888
291	0.6551526194	0.5518634864
292	0.6551416522	0.5518614796
293	0.6551503401	0.5518599173
294	0.6551503401	0.5518547524
295	0.6551503401	0.5518506247
296	0.6551503401	0.5518492312
297	0.6551503401	0.551849044
298	0.6551613067	0.5518457002
299	0.6551613067	0.5518443441
300	0.6551613067	0.5518427087
301	0.6551613067	0.5518426139
302	0.6551613067	0.5518406821
303	0.6551613067	0.5518395196
304	0.6551613067	0.5518359176
305	0.6551613067	0.5518286114
306	0.6551613067	0.5518283583
307	0.6551613067	0.5518265247
308	0.6551613067	0.5518248456
309	0.6551613067	0.5518243371
310	0.6551613067	0.5518216892
311	0.6551613067	0.5518208698
312	0.6551613067	0.5518206733
313	0.6551613067	0.5518205994
314	0.6551613067	0.5518189072
315	0.655172273	0.5518184743
316	0.6551942046	0.5518143156
317	0.6551942046	0.5518121639
318	0.6551942046	0.5518097175
319	0.6551942046	0.5518084773
320	0.6551942046	0.5518075235
321	0.6552051698	0.5518033689
322	0.6552051698	0.5518025376
323	0.6552051698	0.5518005147
324	0.6552051698	0.5517962102
325	0.6552051698	0.5517953973
326	0.6552051698	0.551793954
327	0.6552051698	0.5517922351
328	0.6552161347	0.5517883073
329	0.6552184151	0.5517848243
330	0.6552184151	0.5517839364
331	0.6552184151	0.5517825526
332	0.6552293799	0.5517787886
333	0.6552293799	0.5517701422
334	0.6552293799	0.551769998
335	0.6552184151	0.5517688429
336	0.6552184151	0.5517685035
337	0.6552403443	0.5517636828
338	0.6552403443	0.5517635385
339	0.6552403443	0.5517623634
340	0.6552403443	0.5517619782
341	0.6552403443	0.5517579395
342	0.6552513083	0.5517560089
343	0.6552513083	0.5517555481
344	0.6552513083	0.5517533756
345	0.6552513083	0.5517531671
346	0.6552513083	0.5517516665
347	0.6552513083	0.5517485009
348	0.6552513083	0.5517471115
349	0.655262272	0.5517460666
350	0.655262272	0.5517448812
351	0.655262272	0.5517411982
352	0.6552732354	0.5517406133
353	0.6552732354	0.5517366897
354	0.6552732354	0.5517270525
355	0.6552732354	0.551723928
356	0.6552732354	0.551723123
357	0.6552732354	0.551722875
358	0.6552732354	0.5517206863
359	0.6552732354	0.5517171265
360	0.655262272	0.551716519
361	0.6552732354	0.5517153361
362	0.6552732354	0.551714476
363	0.655262272	0.5517128663
364	0.655262272	0.5517116589
365	0.6552732354	0.551709514
366	0.6552732354	0.5517093676
367	0.6552732354	0.5517093222
368	0.6552732354	0.5517084442
369	0.6552732354	0.5517067729
370	0.6552732354	0.5517065577
371	0.6552732354	0.5517022472
372	0.6552732354	0.5517001826
373	0.6552732354	0.5517000889
374	0.6552732354	0.5516986913
375	0.6552951611	0.5516924557
376	0.6552951611	0.5516915666
377	0.6552951611	0.5516875888
378	0.6552951611	0.5516854698
379	0.6552951611	0.5516839863
380	0.6552951611	0.5516819926
381	0.6553061234	0.5516792839
382	0.6553061234	0.5516762469
383	0.6553061234	0.5516761118
384	0.6553061234	0.5516753052
385	0.6553061234	0.5516734382
386	0.6552951611	0.5516720732
387	0.6552951611	0.5516715491
388	0.6552951611	0.5516713743
389	0.6552951611	0.5516706294
390	0.6552841984	0.5516704625
391	0.6552951611	0.5516690197
392	0.6553061234	0.5516669386
393	0.6552951611	0.5516658941
394	0.6552951611	0.5516657705
395	0.6552951611	0.551664675
396	0.6552951611	0.5516639089
397	0.6552951611	0.5516603938
398	0.6552951611	0.5516582484
399	0.6552951611	0.5516521304
400	0.6552951611	0.5516481001
401	0.6552951611	0.5516466817
402	0.6552951611	0.5516434832
403	0.6552951611	0.5516423727
404	0.6552951611	0.5516414087
405	0.6552951611	0.5516407943
406	0.6552951611	0.551639368
407	0.6553390083	0.5516273802
408	0.6553390083	0.5516226981
409	0.6553609299	0.5516173632
410	0.6553718902	0.5516158987
411	0.6553718902	0.5516157527
412	0.6553718902	0.5516148581
413	0.6553718902	0.5516144697
414	0.6553718902	0.5516140349
415	0.6553718902	0.5516134958
416	0.6553718902	0.5516132166
417	0.6553718902	0.5516120447
418	0.6553718902	0.5516091902
419	0.6553828501	0.5516077079
420	0.6553828501	0.5516075573
421	0.6553828501	0.5516072317
422	0.6553828501	0.5516070174
423	0.6553828501	0.5516034015
424	0.6553915264	0.551601837
425	0.6554024855	0.5515974516
426	0.6554024855	0.5515973168
427	0.6554024855	0.5515970301
428	0.6554024855	0.5515964051
429	0.6554134442	0.5515936788
430	0.6554134442	0.5515925132
431	0.6554024855	0.5515919829
432	0.6554024855	0.5515892744
433	0.6554024855	0.5515890471
434	0.6554024855	0.5515865679
435	0.6554024855	0.5515843932
436	0.6554047689	0.5515841424
437	0.6554157278	0.551581874
438	0.6554157278	0.5515814959
439	0.6554157278	0.5515810955
440	0.6554266863	0.551580883
441	0.6554376445	0.5515791333
442	0.6554353605	0.5515777331
443	0.6554353605	0.5515738099
444	0.6554376445	0.5515712212
445	0.6554486023	0.5515709174
446	0.6554486023	0.5515703957
447	0.6554486023	0.5515702864
448	0.6554486023	0.5515701192
449	0.6554486023	0.5515689765
450	0.6554486023	0.5515674782
451	0.6554486023	0.5515659162
452	0.6554486023	0.5515647157
453	0.6554486023	0.5515633678
454	0.6554486023	0.5515632021
455	0.6554376445	0.5515616862
456	0.6554376445	0.551560864
457	0.6554376445	0.5515579034
458	0.6554353605	0.5515554957
459	0.6554353605	0.5515549607
460	0.6554353605	0.5515531425
461	0.6554353605	0.5515516215
462	0.6554353605	0.5515509802
463	0.6554353605	0.5515489025
464	0.6554353605	0.5515481906
465	0.6554353605	0.5515474894
466	0.6554353605	0.5515416693
467	0.6554353605	0.5515404763
468	0.6554353605	0.5515397676
469	0.6554244025	0.5515364128
470	0.6554244025	0.5515359629
471	0.6554244025	0.5515340991
472	0.6554134442	0.5515338784
473	0.6554134442	0.5515337236
474	0.6554134442	0.5515333881
475	0.6554244025	0.5515320957
476	0.6554244025	0.5515297808
477	0.6554463182	0.5515249954
478	0.6554463182	0.5515248518
479	0.6554353605	0.5515226639
480	0.6554353605	0.5515223444
481	0.6554463182	0.5515217954
482	0.6554463182	0.5515206331
483	0.6554463182	0.5515201713
484	0.6554463182	0.5515193559
485	0.6554463182	0.551518221
486	0.6554463182	0.5515155838
487	0.6554463182	0.5515150634
488	0.6554463182	0.5515120564
489	0.6554572755	0.5515096742
490	0.6554572755	0.551507805
491	0.6554572755	0.5515071089
492	0.6554353605	0.5515052056
493	0.6554353605	0.5515036801
494	0.6554353605	0.5515031585
495	0.6554353605	0.5515030793
496	0.6554572755	0.5514994174
497	0.6554572755	0.5514988136
498	0.6554572755	0.5514984505
499	0.6554682325	0.551495744
500	0.6554682325	0.5514956051
501	0.6554682325	0.5514942839
502	0.6554682325	0.5514924108
503	0.6554682325	0.5514902636
504	0.6554682325	0.5514901545
505	0.6554682325	0.5514894187
506	0.6554682325	0.5514892417
507	0.6554682325	0.5514886982
508	0.6554682325	0.551486975
509	0.6554682325	0.5514801402
510	0.6554682325	0.5514788074
511	0.6554682325	0.551477989
512	0.6554682325	0.5514779301
513	0.6554682325	0.5514779267
514	0.6554682325	0.5514774877
515	0.6554682325	0.5514752858
516	0.6554791891	0.5514748453
517	0.6554682325	0.551469368
518	0.6554682325	0.5514684299
519	0.6554682325	0.5514679825
520	0.6554682325	0.5514653284
521	0.6554791891	0.5514625222
522	0.6554791891	0.5514617382
523	0.6554791891	0.5514611898
524	0.6554791891	0.5514607822
525	0.6554901454	0.5514601161
526	0.6555011014	0.5514581886
527	0.6555011014	0.5514578849
528	0.6555011014	0.5514552725
529	0.6554901454	0.5514508367
530	0.6555011014	0.5514497768
531	0.6555011014	0.5514477292
532	0.6555011014	0.5514397313
533	0.6555011014	0.5514384671
534	0.6555011014	0.5514379988
535	0.6555011014	0.551435438
536	0.6555011014	0.5514331376
537	0.6555011014	0.5514302619
538	0.6554901454	0.551429874
539	0.6554901454	0.5514279411
540	0.6555011014	0.5514255511
541	0.655512057	0.5514237007
542	0.655512057	0.5514235159
543	0.6555011014	0.5514228157
544	0.6555011014	0.5514220537
545	0.6555011014	0.5514179793
546	0.6555011014	0.551417699
547	0.6555011014	0.5514168203
548	0.6555011014	0.5514165846
549	0.6555449217	0.5514045555
550	0.6555449217	0.5513990135
551	0.6555449217	0.5513968372
552	0.6555668298	0.551387211
553	0.6555668298	0.5513860695
554	0.6555777833	0.5513848044
555	0.6555777833	0.5513844808
556	0.6555996894	0.5513800971
557	0.6555887365	0.5513789863
558	0.6555887365	0.5513785994
559	0.6555887365	0.5513748453
560	0.6555887365	0.5513723023
561	0.6555887365	0.5513696548
562	0.6555887365	0.5513685951
563	0.6555887365	0.5513671697
564	0.6555777833	0.5513668773
565	0.6555887365	0.5513659999
566	0.6555777833	0.5513653166
567	0.6555777833	0.5513641568
568	0.6555777833	0.5513638953
569	0.6556106419	0.5513621251
570	0.6556106419	0.5513617496
571	0.6556106419	0.5513612723
572	0.6556106419	0.5513611895
573	0.655621594	0.5513580303
574	0.6556325458	0.5513565357
575	0.6556434973	0.5513563637
576	0.6556521609	0.5513516403
577	0.6556521609	0.5513507717
578	0.6556302587	0.5513459786
579	0.6556302587	0.551345817
580	0.6556302587	0.5513450904
581	0.6556302587	0.5513437973
582	0.6556302587	0.5513420509
583	0.6556302587	0.551339674
584	0.6556412099	0.5513376263
585	0.6556412099	0.5513358573
586	0.6556412099	0.5513320783
587	0.6556412099	0.5513309993
588	0.6556412099	0.5513305243
589	0.6556521609	0.551328866
590	0.6556521609	0.5513237142
591	0.6556521609	0.551320802
592	0.6556521609	0.5513205577
593	0.6556631115	0.5513203341
594	0.6556740617	0.5513196373
595	0.6556740617	0.5513196326
596	0.6556740617	0.5513182999
597	0.6556740617	0.5513171183
598	0.6556740617	0.5513167246
599	0.6556740617	0.5513158286
600	0.6556740617	0.5513133855
601	0.6556740617	0.5513104443
602	0.6556740617	0.5513054664
603	0.6556740617	0.5513054611
604	0.6556740617	0.5513041064
605	0.6556740617	0.5513038982
606	0.6556740617	0.5513033475
607	0.6556740617	0.5513032322
608	0.6556740617	0.5513029829
609	0.6556740617	0.5512964412
610	0.6556740617	0.5512963941
611	0.6556740617	0.5512896221
612	0.6556740617	0.5512891098
613	0.6556740617	0.5512795168
614	0.6556740617	0.5512777488
615	0.6556740617	0.5512756526
616	0.6556740617	0.5512742813
617	0.6556740617	0.5512739568
618	0.6556740617	0.5512723768
619	0.6556740617	0.5512671913
620	0.6556740617	0.5512658162
621	0.6556850117	0.5512641174
622	0.6556740617	0.5512600517
623	0.6556740617	0.5512599072
624	0.6556959612	0.5512594448
625	0.6556959612	0.5512591795
626	0.6556959612	0.5512574996
627	0.6557069104	0.5512567548
628	0.6557069104	0.5512536738
629	0.6557069104	0.5512488624
630	0.6557069104	0.5512424122
631	0.6557069104	0.5512416549
632	0.6557069104	0.5512400155
633	0.6557069104	0.5512389908
634	0.6557178593	0.5512387116
635	0.6557178593	0.5512383953
636	0.6557178593	0.5512372982
637	0.6557069104	0.5512364503
638	0.6557069104	0.5512297983
639	0.6557178593	0.5512285811
640	0.6557288078	0.5512284151
641	0.6557288078	0.5512274298
642	0.6557288078	0.5512219982
643	0.6557178593	0.551221603
644	0.6557178593	0.5512184668
645	0.6557178593	0.551218425
646	0.6557178593	0.5512180669
647	0.6557288078	0.5512173796
648	0.6557288078	0.5512160969
649	0.6557288078	0.5512152163
650	0.6557288078	0.5512100951
651	0.6557288078	0.5512071071
652	0.6557288078	0.5512045284
653	0.6557288078	0.5512035943
654	0.6557288078	0.5512032102
655	0.655739756	0.551200968
656	0.655739756	0.5512005169
657	0.655739756	0.5511982945
658	0.655739756	0.5511979071
659	0.6557288078	0.5511972376
660	0.6557288078	0.5511961519
661	0.6557288078	0.551195066
662	0.6557288078	0.5511950656
663	0.6557178593	0.5511935577
664	0.6557178593	0.5511927608
665	0.6557507039	0.5511906985
666	0.6557507039	0.5511906949
667	0.6557507039	0.5511902933
668	0.6557616514	0.551190162
669	0.6557616514	0.5511898689
670	0.6557507039	0.551187568
671	0.6557507039	0.5511864455
672	0.6557507039	0.5511852573
673	0.6557507039	0.5511814227
674	0.6557507039	0.5511803208
675	0.6557616514	0.5511792614
676	0.6557616514	0.5511773077
677	0.6557616514	0.5511712337
678	0.6557616514	0.5511698234
679	0.6557616514	0.5511688318
680	0.6557616514	0.5511685101
681	0.6557835453	0.5511671178
682	0.6557835453	0.5511669651
683	0.6557812557	0.5511664303
684	0.6557812557	0.5511658367
685	0.6557812557	0.5511649624
686	0.655792202	0.5511638753
687	0.655792202	0.5511623216
688	0.6557812557	0.5511594834
689	0.6557812557	0.5511556646
690	0.6558140935	0.5511386029
691	0.6558140935	0.5511366927
692	0.6558140935	0.5511342085
693	0.6558140935	0.5511290816
694	0.6558140935	0.5511250808
695	0.6558140935	0.5511243218
696	0.6558031479	0.5511218015
697	0.6558031479	0.551116849
698	0.6558140935	0.5511164968
699	0.6558140935	0.5511145312
700	0.6558140935	0.5511134293
701	0.6558140935	0.5511130133
702	0.6558140935	0.55111239
703	0.6558140935	0.5511110481
704	0.6558140935	0.5511109323
705	0.6558140935	0.551110843
706	0.6558140935	0.5511099915
707	0.6558140935	0.5511080009
708	0.6558359837	0.5511073987
709	0.6558359837	0.5511072493
710	0.6558359837	0.5511062756
711	0.6558359837	0.5511058269
712	0.6558359837	0.5511053558
713	0.6558359837	0.5511049027
714	0.6558359837	0.5511029608
715	0.6558359837	0.5511028546
716	0.6558359837	0.551098207
717	0.6558336931	0.5510979793
718	0.6558336931	0.5510973402
719	0.6558336931	0.551096501
720	0.6558336931	0.5510964555
721	0.6558336931	0.5510962696
722	0.6558336931	0.5510908394
723	0.6558118033	0.5510872722
724	0.6558118033	0.5510872612
725	0.6558118033	0.5510862751
726	0.6558227484	0.5510849916
727	0.6558227484	0.5510844764
728	0.6558227484	0.5510838868
729	0.6558336931	0.5510827681
730	0.6558336931	0.5510825614
731	0.6558446375	0.5510808442
732	0.6558446375	0.5510799271
733	0.6558336931	0.5510779167
734	0.6558336931	0.5510757961
735	0.6558336931	0.5510753999
736	0.6558336931	0.5510744196
737	0.6558336931	0.5510737804
738	0.6558336931	0.5510736222
739	0.6558336931	0.5510734262
740	0.6558336931	0.5510719754
741	0.6558336931	0.5510711327
742	0.6558336931	0.5510705175
743	0.6558336931	0.5510694133
744	0.6558336931	0.5510653955
745	0.6558336931	0.5510653481
746	0.6558336931	0.5510626397
747	0.6558336931	0.5510620301
748	0.6558336931	0.5510616846
749	0.6558336931	0.5510604093
750	0.6558336931	0.5510601101
751	0.6558336931	0.5510593377
752	0.6558336931	0.5510581128
753	0.6558336931	0.5510573893
754	0.6558336931	0.551056908
755	0.6558336931	0.55105677
756	0.6558336931	0.5510566349
757	0.6558336931	0.551056102
758	0.6558336931	0.5510551026
759	0.6558336931	0.5510550184
760	0.6558336931	0.5510526768
761	0.6558336931	0.5510524796
762	0.6558336931	0.5510524582
763	0.6558227484	0.5510520323
764	0.6558250388	0.5510488806
765	0.6558250388	0.5510486364
766	0.6558250388	0.5510485972
767	0.6558250388	0.5510480137
768	0.6558250388	0.551046232
769	0.6558469283	0.5510393097
770	0.6558469283	0.5510386539
771	0.6558469283	0.5510385611
772	0.6558469283	0.5510383203
773	0.6558469283	0.5510380694
774	0.6558578725	0.551036967
775	0.6558578725	0.5510367404
776	0.6558578725	0.5510366657
777	0.6558578725	0.5510364723
778	0.6558578725	0.5510357941
779	0.6558578725	0.5510344566
780	0.6558555816	0.5510297109
781	0.6558555816	0.5510257646
782	0.6558555816	0.5510254008
783	0.6558555816	0.5510244606
784	0.6558555816	0.5510243605
785	0.6558665253	0.5510227158
786	0.6558665253	0.5510209935
787	0.6558665253	0.5510180381
788	0.6558665253	0.5510173022
789	0.6558665253	0.5510170748
790	0.6558884116	0.5510138015
791	0.6558884116	0.5510136545
792	0.6558884116	0.5510133605
793	0.6558884116	0.5510133399
794	0.6558884116	0.5510118555
795	0.6558884116	0.5510116876
796	0.6558884116	0.5510113789
797	0.6558884116	0.5510106706
798	0.6558884116	0.5510106528
799	0.6558884116	0.5510097583
800	0.6558884116	0.5510077164
801	0.6558884116	0.5510069317
802	0.6558907031	0.5510059173
803	0.6558907031	0.551004784
804	0.6558907031	0.5510046229
805	0.6559102966	0.5510018986
806	0.6559102966	0.5510016547
807	0.6559102966	0.5509991683
808	0.6559102966	0.5509986686
809	0.6559102966	0.5509966783
810	0.6559102966	0.5509939914
811	0.6559102966	0.5509929897
812	0.6559102966	0.5509924022
813	0.6559102966	0.5509917804
814	0.6559212386	0.5509900909
815	0.6559212386	0.5509896788
816	0.6559431216	0.5509871128
817	0.6559431216	0.5509864981
818	0.6559431216	0.5509842026
819	0.6559431216	0.5509834333
820	0.6559431216	0.5509813775
821	0.6559431216	0.5509812859
822	0.6559431216	0.5509809897
823	0.6559431216	0.5509806633
824	0.6559431216	0.5509803581
825	0.6559431216	0.5509791571
826	0.6559321803	0.5509768322
827	0.6559321803	0.5509765715
828	0.6559321803	0.5509755356
829	0.6559321803	0.5509748445
830	0.6559321803	0.5509742311
831	0.6559321803	0.5509685272
832	0.6559321803	0.5509679803
833	0.6559321803	0.5509651402
834	0.6559321803	0.5509641077
835	0.6559102966	0.5509571547
836	0.6559102966	0.550954892
837	0.6559102966	0.5509548279
838	0.6559102966	0.5509546633
839	0.6559102966	0.5509510827
840	0.6559102966	0.5509502318
841	0.6559102966	0.5509488606
842	0.6559102966	0.550948072
843	0.6559102966	0.5509474076
844	0.6559102966	0.5509461394
845	0.6559102966	0.5509444456
846	0.6559212386	0.5509443438
847	0.6559212386	0.5509436319
848	0.6559102966	0.5509425242
849	0.6559080048	0.5509421589
850	0.6559080048	0.5509417965
851	0.6559080048	0.5509411372
852	0.6559080048	0.5509400731
853	0.655894771	0.5509386372
854	0.655894771	0.5509374984
855	0.655894771	0.5509373194
856	0.655894771	0.5509355524
857	0.655894771	0.5509351295
858	0.655894771	0.5509343659
859	0.6558970627	0.5509330417
860	0.6558970627	0.5509284403
861	0.6559189466	0.5509275573
862	0.6559189466	0.5509249933
863	0.6559189466	0.5509247116
864	0.6559321803	0.5509226279
865	0.6559321803	0.550920406
866	0.6559212386	0.55091669
867	0.6559212386	0.5509145719
868	0.6559212386	0.5509144893
869	0.6559212386	0.5509140798
870	0.6559212386	0.5509134298
871	0.6559212386	0.5509134154
872	0.6559321803	0.5509123051
873	0.6559321803	0.5509122237
874	0.6559321803	0.5509103093
875	0.6559321803	0.5509090751
876	0.6559321803	0.550908976
877	0.6559321803	0.5509070761
878	0.6559321803	0.5509025732
879	0.6559408292	0.5509010886
880	0.6559408292	0.5509005788
