iter	TotalF1	Logloss
881	0.6559408292	0.5508997761
882	0.6559408292	0.5508989331
883	0.6559408292	0.5508932503
884	0.6559736505	0.5508866947
885	0.6559736505	0.5508797271
886	0.6559736505	0.5508794345
887	0.6559955296	0.5508775091
888	0.6559955296	0.5508774559
889	0.6559955296	0.5508768935
890	0.6559845902	0.5508731721
891	0.6559845902	0.5508729086
892	0.6559845902	0.5508729076
893	0.6559845902	0.5508728917
894	0.6559845902	0.5508726832
895	0.6559955296	0.5508705492
896	0.6559955296	0.5508696964
897	0.6560064687	0.5508696129
898	0.6560064687	0.5508690884
899	0.6560064687	0.5508680238
900	0.6560064687	0.5508648202
901	0.6560064687	0.5508646009
902	0.6560064687	0.5508641941
903	0.6560064687	0.5508637036
904	0.6560174074	0.5508623281
905	0.6560174074	0.5508603727
906	0.6560392838	0.5508590007
907	0.6560392838	0.5508583001
908	0.6560392838	0.5508563
909	0.6560392838	0.5508556752
910	0.6560392838	0.5508526095
911	0.6560392838	0.5508526079
912	0.6560283458	0.5508525311
913	0.6560283458	0.5508517455
914	0.6560283458	0.5508516226
915	0.6560283458	0.5508513422
916	0.6560283458	0.5508504227
917	0.6560502215	0.5508490967
918	0.6560502215	0.5508487862
919	0.6560502215	0.5508478511
920	0.6560415778	0.5508467579
921	0.6560415778	0.5508466204
922	0.6560415778	0.5508461593
923	0.6560415778	0.5508460321
924	0.6560306396	0.5508443865
925	0.6560306396	0.5508418826
926	0.6560306396	0.5508410348
927	0.6560306396	0.5508408118
928	0.6560306396	0.5508407288
929	0.6560306396	0.5508401504
930	0.6560306396	0.5508395084
931	0.6560306396	0.5508374728
932	0.6560306396	0.5508356843
933	0.6560306396	0.5508353627
934	0.6560306396	0.5508351138
935	0.6560306396	0.5508326115
936	0.6560306396	0.5508270813
937	0.6560306396	0.550825902
938	0.6560306396	0.5508206136
939	0.6560306396	0.5508202815
940	0.6560306396	0.5508197875
941	0.6560306396	0.5508196977
942	0.6560306396	0.550819403
943	0.6560415778	0.5508162731
944	0.6560415778	0.5508156234
945	0.6560415778	0.5508150241
946	0.6560415778	0.5508147057
947	0.6560525156	0.550813611
948	0.6560525156	0.5508119343
949	0.6560525156	0.5508118937
950	0.6560525156	0.5508104887
951	0.6560634531	0.5508094595
952	0.6560525156	0.5508090113
953	0.6560415778	0.5508081415
954	0.6560415778	0.5508076405
955	0.6560415778	0.550805813
956	0.6560415778	0.5507997512
957	0.6560415778	0.5507984836
958	0.6560415778	0.5507971348
959	0.6560415778	0.5507968902
960	0.6560415778	0.5507961534
961	0.6560415778	0.5507945684
962	0.6560415778	0.5507935796
963	0.6560438717	0.5507880209
964	0.6560438717	0.5507873242
965	0.6560438717	0.5507872374
966	0.6560438717	0.5507871181
967	0.6560438717	0.5507851153
968	0.6560438717	0.5507845547
969	0.6560438717	0.5507830934
970	0.6560548097	0.5507829304
971	0.6560657474	0.5507822762
972	0.6560657474	0.550781291
973	0.6560657474	0.5507812403
974	0.6560657474	0.5507777328
975	0.6560657474	0.5507764281
976	0.6560657474	0.5507759749
977	0.6560657474	0.5507750007
978	0.6560657474	0.5507744861
979	0.6560548097	0.55077379
980	0.6560548097	0.5507736868
981	0.6560766848	0.5507714327
982	0.6560876218	0.5507579678
983	0.6560876218	0.5507573307
984	0.6560876218	0.5507566372
985	0.6560876218	0.5507561957
986	0.6560876218	0.5507558297
987	0.6560876218	0.5507556256
988	0.6560876218	0.5507539485
989	0.6560876218	0.5507538641
990	0.6560876218	0.5507535148
991	0.6560876218	0.5507527208
992	0.6560985584	0.550752372
993	0.6560985584	0.5507514602
994	0.6560985584	0.550751166
995	0.6560985584	0.5507422
996	0.6560985584	0.5507421188
997	0.6560985584	0.5507417599
998	0.6560985584	0.5507411326
999	0.6561094947	0.5507409668
1000	0.6561204307	0.550740312
1001	0.6561094947	0.5507398094
1002	0.6561094947	0.5507391696
1003	0.6561094947	0.5507390942
1004	0.6561094947	0.5507388673
1005	0.6561094947	0.5507387031
1006	0.6561204307	0.5507385082
1007	0.6561204307	0.5507354673
1008	0.6561204307	0.5507344904
1009	0.6561204307	0.5507284798
1010	0.6561204307	0.5507272838
1011	0.6561094947	0.550726712
1012	0.6561094947	0.5507258982
1013	0.6561094947	0.5507225721
1014	0.6561094947	0.5507224232
1015	0.6560985584	0.5507221366
1016	0.6561094947	0.5507210197
1017	0.6561094947	0.5507204029
1018	0.6561094947	0.5507199384
1019	0.6561094947	0.5507186492
1020	0.6561094947	0.550715916
1021	0.6561094947	0.5507153301
1022	0.6561094947	0.5507130881
1023	0.6561094947	0.550706603
1024	0.6561094947	0.5507060073
1025	0.6561094947	0.5507040841
1026	0.6561094947	0.5507030425
1027	0.6561094947	0.5506996347
1028	0.6561094947	0.5506983789
1029	0.6561094947	0.5506975865
1030	0.6561094947	0.5506974961
1031	0.6561094947	0.5506965372
1032	0.6561094947	0.5506963267
1033	0.6561204307	0.5506928711
1034	0.6561204307	0.5506924493
1035	0.6561204307	0.5506917379
1036	0.6561204307	0.5506895977
1037	0.6561204307	0.5506890711
1038	0.6561204307	0.550684141
1039	0.6561204307	0.5506836004
1040	0.6561204307	0.5506835536
1041	0.6561204307	0.5506790279
1042	0.6561204307	0.5506786514
1043	0.6561204307	0.5506777662
1044	0.6561204307	0.5506777382
1045	0.6561204307	0.5506771596
1046	0.6561204307	0.5506763518
1047	0.6561204307	0.550676232
1048	0.6561204307	0.5506759613
1049	0.6561204307	0.5506742187
1050	0.6561204307	0.5506742109
1051	0.6561204307	0.5506739338
1052	0.6561204307	0.5506737964
1053	0.6561204307	0.5506735736
1054	0.6561181355	0.5506728073
1055	0.6561267756	0.5506721037
1056	0.6561267756	0.5506720064
1057	0.6561267756	0.5506704836
1058	0.6561267756	0.5506658446
1059	0.6561267756	0.5506648902
1060	0.6561267756	0.5506594807
1061	0.6561267756	0.5506591889
1062	0.656129071	0.5506548333
1063	0.656129071	0.5506543216
1064	0.656129071	0.550653732
1065	0.656129071	0.5506537155
1066	0.6561509409	0.5506495089
1067	0.6561509409	0.5506486047
1068	0.6561509409	0.5506476461
1069	0.6561509409	0.5506447027
1070	0.6561400061	0.5506445568
1071	0.6561400061	0.5506442026
1072	0.6561377106	0.5506441782
1073	0.6561377106	0.550643929
1074	0.6561267756	0.5506428837
1075	0.6561267756	0.5506422
1076	0.6561267756	0.5506396375
1077	0.6561377106	0.5506369357
1078	0.6561486452	0.550636524
1079	0.6561486452	0.5506246726
1080	0.6561486452	0.550619469
1081	0.6561377106	0.5506166053
1082	0.6561377106	0.5506138508
1083	0.6561377106	0.5506114101
1084	0.6561486452	0.5506105511
1085	0.6561705133	0.5506067714
1086	0.6561705133	0.5506066637
1087	0.6561705133	0.5506064592
1088	0.6561705133	0.5506051302
1089	0.6561814469	0.5506044269
1090	0.6561814469	0.5506038053
1091	0.6561814469	0.5506005683
1092	0.6561814469	0.5506002431
1093	0.6561814469	0.5505994404
1094	0.6561814469	0.5505990891
1095	0.6561923801	0.5505975124
1096	0.6561923801	0.5505933409
1097	0.6561923801	0.550593289
1098	0.656203313	0.550592688
1099	0.656203313	0.5505913215
1100	0.656203313	0.5505900558
1101	0.656203313	0.5505888873
1102	0.6562142455	0.5505886187
1103	0.6562142455	0.5505871604
1104	0.6562251777	0.5505852649
1105	0.6562361095	0.5505828774
1106	0.6562361095	0.5505798223
1107	0.6562361095	0.5505796799
1108	0.6562361095	0.5505793367
1109	0.6562361095	0.5505790661
1110	0.6562251777	0.5505780294
1111	0.6562251777	0.5505771436
1112	0.6562251777	0.5505764345
1113	0.6562251777	0.5505763972
1114	0.6562251777	0.5505757002
1115	0.6562251777	0.550575683
1116	0.6562251777	0.5505746319
1117	0.6562251777	0.5505726788
1118	0.6562251777	0.5505723756
1119	0.6562251777	0.550572225
1120	0.6562251777	0.5505708454
1121	0.6562251777	0.5505706901
1122	0.6562251777	0.550569838
1123	0.6562251777	0.5505697018
1124	0.6562142455	0.5505682741
1125	0.6562142455	0.5505681084
1126	0.6562142455	0.5505634064
1127	0.6562251777	0.5505632805
1128	0.6562361095	0.5505631477
1129	0.6562361095	0.5505623835
1130	0.656247041	0.5505621738
1131	0.656247041	0.5505621689
1132	0.656247041	0.5505603745
1133	0.656247041	0.550558754
1134	0.656247041	0.5505576726
1135	0.6562361095	0.5505531216
1136	0.6562361095	0.5505527018
1137	0.656247041	0.5505513626
1138	0.656247041	0.5505492297
1139	0.656247041	0.5505482587
1140	0.656247041	0.5505477452
1141	0.656247041	0.5505475032
1142	0.656247041	0.5505473922
1143	0.6562251777	0.5505467354
1144	0.6562251777	0.5505462943
1145	0.6562251777	0.550545842
1146	0.6562361095	0.5505436151
1147	0.6562361095	0.5505412092
1148	0.6562361095	0.5505411691
1149	0.6562361095	0.5505374101
1150	0.6562361095	0.550534499
1151	0.6562361095	0.550534103
1152	0.6562361095	0.5505340693
1153	0.656247041	0.550533161
1154	0.6562579722	0.5505300601
1155	0.656247041	0.5505297045
1156	0.6562493383	0.5505286375
1157	0.6562493383	0.5505235038
1158	0.6562493383	0.5505204156
1159	0.6562493383	0.5505203835
1160	0.656247041	0.5505192369
1161	0.656247041	0.5505190277
1162	0.656247041	0.5505182995
1163	0.656247041	0.5505168207
1164	0.656247041	0.5505164001
1165	0.6562361095	0.5505155504
1166	0.6562361095	0.5505151033
1167	0.6562361095	0.5505125532
1168	0.6562251777	0.5505117073
1169	0.6562251777	0.5505103646
1170	0.6562251777	0.550510363
1171	0.6562251777	0.5505085612
1172	0.6562251777	0.5505083917
1173	0.6562361095	0.5505073414
1174	0.6562361095	0.5505071602
1175	0.6562361095	0.5505068056
1176	0.6562361095	0.5505067193
1177	0.6562251777	0.5505061346
1178	0.6562361095	0.5505054531
1179	0.6562361095	0.5505047663
1180	0.6562361095	0.5505044741
1181	0.6562361095	0.5505043354
1182	0.6562361095	0.5505030678
1183	0.6562251777	0.5505028014
1184	0.6562251777	0.5505017915
1185	0.6562361095	0.5504998146
1186	0.6562361095	0.5504998043
1187	0.6562361095	0.5504998002
1188	0.6562361095	0.5504994984
1189	0.6562361095	0.5504981658
1190	0.6562361095	0.5504968107
1191	0.6562361095	0.5504917428
1192	0.6562361095	0.550491677
1193	0.6562361095	0.5504897867
1194	0.6562361095	0.5504871586
1195	0.6562361095	0.5504846408
1196	0.6562361095	0.550483227
1197	0.6562361095	0.5504830314
1198	0.6562361095	0.5504774469
1199	0.6562361095	0.5504774376
1200	0.6562361095	0.5504772995
1201	0.656247041	0.5504747801
1202	0.656247041	0.5504747478
1203	0.6562361095	0.5504733795
1204	0.6562361095	0.5504730933
1205	0.6562361095	0.5504719189
1206	0.6562361095	0.5504715389
1207	0.6562361095	0.5504713784
1208	0.6562361095	0.5504691382
1209	0.6562361095	0.5504683675
1210	0.6562361095	0.5504680626
1211	0.6562361095	0.5504678101
1212	0.656247041	0.550465564
1213	0.656247041	0.5504655589
1214	0.656247041	0.5504646255
1215	0.656247041	0.5504592021
1216	0.656247041	0.5504588406
1217	0.6562361095	0.5504573418
1218	0.6562361095	0.5504572783
1219	0.6562361095	0.5504550032
1220	0.6562361095	0.550454964
1221	0.656247041	0.5504548563
1222	0.656247041	0.5504543204
1223	0.656247041	0.550453609
1224	0.656247041	0.5504530887
1225	0.656247041	0.550452931
1226	0.656247041	0.5504513107
1227	0.656247041	0.5504469454
1228	0.656247041	0.5504468931
1229	0.656247041	0.5504464847
1230	0.6562361095	0.5504460086
1231	0.6562361095	0.5504457491
1232	0.6562361095	0.5504456172
1233	0.6562361095	0.550445134
1234	0.6562361095	0.5504420907
1235	0.6562361095	0.5504420891
1236	0.6562361095	0.5504418406
1237	0.6562361095	0.5504415963
1238	0.656247041	0.5504407192
1239	0.656247041	0.5504390084
1240	0.6562579722	0.5504387566
1241	0.6562579722	0.550438625
1242	0.656268903	0.5504370394
1243	0.656268903	0.5504264946
1244	0.656268903	0.5504260064
1245	0.656268903	0.550424382
1246	0.656268903	0.5504238453
1247	0.6562579722	0.5504227228
1248	0.6562579722	0.5504224886
1249	0.6562579722	0.5504221387
1250	0.6562579722	0.5504206971
1251	0.6562579722	0.5504196895
1252	0.656268903	0.550418026
1253	0.656268903	0.5504177907
1254	0.656268903	0.5504167823
1255	0.656268903	0.5504156628
1256	0.656268903	0.5504140566
1257	0.6562579722	0.5504138213
1258	0.656268903	0.5504127273
1259	0.656268903	0.550412151
1260	0.6562798335	0.5504109572
1261	0.6562798335	0.5504086443
1262	0.656268903	0.5504070135
1263	0.656268903	0.5504035699
1264	0.656268903	0.5504034132
1265	0.656268903	0.5504033279
1266	0.6562798335	0.5504027827
1267	0.6562907636	0.5504009225
1268	0.6563016934	0.5504003786
1269	0.6562907636	0.550399869
1270	0.6562798335	0.5503986786
1271	0.6562798335	0.5503984466
1272	0.6562907636	0.5503973135
1273	0.6562907636	0.5503970401
1274	0.6562907636	0.5503969189
1275	0.6562907636	0.550396293
1276	0.6563016934	0.5503950686
1277	0.6563016934	0.5503945229
1278	0.6563016934	0.5503929919
1279	0.6563126228	0.5503924736
1280	0.6563126228	0.5503924394
1281	0.6563126228	0.5503924093
1282	0.6563126228	0.5503917827
1283	0.6563126228	0.5503880457
1284	0.6563126228	0.5503870779
1285	0.6563126228	0.5503870076
1286	0.6563126228	0.5503868229
1287	0.6563235519	0.5503859683
1288	0.6563235519	0.5503855849
1289	0.6563126228	0.550384644
1290	0.6563126228	0.5503822365
1291	0.6563126228	0.5503812832
1292	0.6563126228	0.550377133
1293	0.6563126228	0.550376336
1294	0.6563126228	0.5503757528
1295	0.6563126228	0.5503754549
1296	0.6563126228	0.5503705956
1297	0.6563039916	0.5503689196
1298	0.6563039916	0.5503686973
1299	0.6563039916	0.5503671886
1300	0.6563149212	0.5503667046
1301	0.6563586362	0.550357464
1302	0.6563586362	0.5503570913
1303	0.6563695641	0.5503548607
1304	0.6563586362	0.5503536741
1305	0.6563695641	0.5503525129
1306	0.6563586362	0.5503521072
1307	0.6563586362	0.5503519026
1308	0.6563563371	0.5503517999
1309	0.6563563371	0.5503500553
1310	0.6563563371	0.5503499408
1311	0.6563563371	0.5503472537
1312	0.6563563371	0.5503446382
1313	0.6563563371	0.5503375612
1314	0.6563563371	0.5503370987
1315	0.6563563371	0.5503364137
1316	0.6563563371	0.5503362118
1317	0.6563563371	0.5503358548
1318	0.6563563371	0.5503331893
1319	0.6563563371	0.550332507
1320	0.6563563371	0.5503292324
1321	0.6563563371	0.5503283734
1322	0.6563672649	0.5503283479
1323	0.6563672649	0.5503281717
1324	0.6563672649	0.5503279291
1325	0.6563891193	0.5503242119
1326	0.6563781922	0.5503237815
1327	0.6563781922	0.5503233328
1328	0.6563781922	0.5503232208
1329	0.6563781922	0.5503225679
1330	0.6563781922	0.5503219008
1331	0.6563781922	0.5503201522
1332	0.6563781922	0.5503155823
1333	0.6563781922	0.5503149849
1334	0.6563891193	0.5503141178
1335	0.6563891193	0.5503068488
1336	0.6563672649	0.5503045944
1337	0.6563672649	0.5503045938
1338	0.6563672649	0.5503037603
1339	0.6563672649	0.5503015055
1340	0.6563672649	0.5502929383
1341	0.6563672649	0.5502920154
1342	0.6563672649	0.5502905707
1343	0.6563781922	0.5502884425
1344	0.6563781922	0.550285257
1345	0.6563781922	0.5502841452
1346	0.6563781922	0.5502837547
1347	0.6563781922	0.55028366
1348	0.6563781922	0.5502836246
1349	0.6563781922	0.5502822907
1350	0.6564109723	0.5502810109
1351	0.6564109723	0.5502804015
1352	0.6564109723	0.5502788848
1353	0.6564109723	0.5502785328
1354	0.6564109723	0.550277573
1355	0.6564109723	0.5502772216
1356	0.6564218983	0.5502765426
1357	0.6564218983	0.5502762981
1358	0.6564218983	0.550276073
1359	0.656432824	0.5502742406
1360	0.656432824	0.5502735113
1361	0.656432824	0.5502733987
1362	0.656432824	0.550273059
1363	0.656432824	0.5502726335
1364	0.656432824	0.550270685
1365	0.656432824	0.5502691703
1366	0.656432824	0.5502676412
1367	0.6564437493	0.5502671211
1368	0.6564437493	0.5502603739
1369	0.6564437493	0.5502589162
1370	0.6564437493	0.5502588616
1371	0.6564437493	0.5502581352
1372	0.6564437493	0.5502576182
1373	0.6564437493	0.5502573415
1374	0.6564437493	0.5502569318
1375	0.6564437493	0.550256759
1376	0.6564437493	0.5502548082
1377	0.6564437493	0.5502538497
1378	0.6564437493	0.5502534268
1379	0.6564437493	0.5502523664
1380	0.6564546743	0.5502516036
1381	0.6564546743	0.5502478164
1382	0.6564546743	0.5502474766
1383	0.6564546743	0.55024737
1384	0.6564546743	0.5502467557
1385	0.6564546743	0.550246251
1386	0.6564546743	0.5502462124
1387	0.6564546743	0.5502438056
1388	0.6564546743	0.550243249
1389	0.6564546743	0.550243085
1390	0.656456975	0.5502390695
1391	0.656456975	0.5502385535
1392	0.6564460498	0.5502378137
1393	0.6564460498	0.5502364651
1394	0.656456975	0.5502345741
1395	0.656456975	0.5502290597
1396	0.656456975	0.5502277404
1397	0.656456975	0.5502275029
1398	0.656456975	0.5502274488
1399	0.656456975	0.5502262159
1400	0.656456975	0.5502256226
1401	0.656456975	0.5502255466
1402	0.6564678998	0.5502236337
1403	0.6564678998	0.5502224689
1404	0.6564678998	0.5502223047
1405	0.6564678998	0.5502214149
1406	0.6564678998	0.5502197829
1407	0.6564702006	0.5502172893
1408	0.6564702006	0.5502143138
1409	0.6564702006	0.5502123913
1410	0.6564702006	0.5502113124
1411	0.6564702006	0.5502107829
1412	0.6564702006	0.5502104908
1413	0.6564702006	0.5502102109
1414	0.6564702006	0.550209893
1415	0.6564702006	0.5502080715
1416	0.6564702006	0.5502077298
1417	0.6564811253	0.5502077018
1418	0.6564811253	0.5502075099
1419	0.6564834263	0.5502047425
1420	0.6564811253	0.5502025563
1421	0.6564811253	0.5502018717
1422	0.6564811253	0.5502016434
1423	0.6564811253	0.550201322
1424	0.6564920496	0.5502009333
1425	0.6564920496	0.5502003222
1426	0.6564920496	0.5501995597
1427	0.6564920496	0.5501990955
1428	0.6564920496	0.5501989207
1429	0.6564920496	0.5501987772
1430	0.6564920496	0.5501987355
1431	0.6564920496	0.5501986976
1432	0.6564920496	0.5501981117
1433	0.6565029736	0.5501968954
1434	0.6565029736	0.5501967726
1435	0.6565029736	0.550194883
1436	0.6565029736	0.5501941066
1437	0.6565138972	0.5501914098
1438	0.6565138972	0.5501911179
1439	0.6565138972	0.5501909868
1440	0.6565138972	0.5501904434
1441	0.6565138972	0.5501848075
1442	0.6565138972	0.5501846939
1443	0.6565138972	0.550184629
1444	0.6565138972	0.5501845657
1445	0.6565138972	0.5501803005
1446	0.6565575882	0.55017401
1447	0.6565575882	0.5501736491
1448	0.6565575882	0.5501735973
1449	0.6565575882	0.5501720097
1450	0.6565575882	0.5501717579
1451	0.6565685101	0.5501703805
1452	0.6565685101	0.5501688431
1453	0.6565685101	0.5501665985
1454	0.6565685101	0.5501634057
1455	0.6565685101	0.550159545
1456	0.6565903529	0.5501539996
1457	0.6565903529	0.5501539579
1458	0.6566012738	0.5501527698
1459	0.6566012738	0.550152212
1460	0.6566012738	0.5501515649
1461	0.6566012738	0.5501501508
1462	0.6566012738	0.5501497823
1463	0.6566012738	0.5501486766
1464	0.6566012738	0.5501465327
1465	0.6566012738	0.5501459695
1466	0.6566012738	0.5501459117
1467	0.6566012738	0.5501456252
1468	0.6566012738	0.5501450546
1469	0.6566012738	0.5501446976
1470	0.6566012738	0.5501387629
1471	0.6566012738	0.5501339172
1472	0.6566012738	0.5501324775
1473	0.6566012738	0.5501323893
1474	0.6566012738	0.5501323258
1475	0.6566012738	0.5501320179
1476	0.6566012738	0.5501315141
1477	0.6566012738	0.5501306847
1478	0.6566012738	0.5501298701
1479	0.6566012738	0.5501205258
1480	0.6566012738	0.5501164222
1481	0.6566012738	0.5501158489
1482	0.6566012738	0.5501158214
1483	0.6566012738	0.5501155645
1484	0.6566012738	0.5501150642
1485	0.6566012738	0.550113999
1486	0.6566012738	0.5501112657
1487	0.6566012738	0.5501092931
1488	0.6566012738	0.550109291
1489	0.6566012738	0.5501091343
1490	0.6566012738	0.5501082774
1491	0.6566012738	0.5501074367
1492	0.6566012738	0.5501073795
1493	0.6566012738	0.5501069293
1494	0.6566012738	0.5501066651
1495	0.6566012738	0.5501063782
1496	0.6566012738	0.5501063109
1497	0.6566012738	0.5501046098
1498	0.6566012738	0.5501046098
1499	0.6566012738	0.5501041628
1500	0.6566012738	0.5501034112
1501	0.6566012738	0.5501007725
1502	0.6566012738	0.5501003385
1503	0.6566012738	0.5501003345
1504	0.6566012738	0.5501003016
1505	0.6566012738	0.5501002868
1506	0.6566012738	0.5500976501
1507	0.6566012738	0.5500963337
1508	0.6566012738	0.5500962573
1509	0.6566012738	0.550096123
1510	0.6566012738	0.5500960812
1511	0.6566012738	0.5500958566
1512	0.6566012738	0.5500953092
1513	0.6566121943	0.5500939816
1514	0.6566121943	0.5500938358
1515	0.6566121943	0.5500935838
1516	0.6566121943	0.5500929292
1517	0.6566121943	0.5500919997
1518	0.6566121943	0.550091833
1519	0.6566121943	0.5500916885
1520	0.6566121943	0.5500904494
1521	0.6566121943	0.5500862012
1522	0.6566231145	0.5500834618
1523	0.6566340344	0.5500815756
1524	0.6566231145	0.5500802343
1525	0.6566340344	0.5500788925
1526	0.6566340344	0.550078406
1527	0.6566363379	0.5500774464
1528	0.6566363379	0.550075617
1529	0.6566254178	0.5500747874
1530	0.6566254178	0.5500721775
1531	0.6566363379	0.5500711261
1532	0.6566363379	0.5500707424
1533	0.6566363379	0.5500706479
1534	0.6566363379	0.550069828
1535	0.6566472576	0.5500625789
1536	0.6566472576	0.5500625056
1537	0.6566472576	0.550062356
1538	0.6566472576	0.5500610717
1539	0.6566472576	0.5500609473
1540	0.6566472576	0.5500608696
1541	0.6566472576	0.5500604399
1542	0.6566472576	0.5500602761
1543	0.6566472576	0.5500599908
1544	0.6566472576	0.5500594252
1545	0.6566472576	0.5500578327
1546	0.6566581769	0.5500550335
1547	0.6566581769	0.550052501
1548	0.6566581769	0.5500519438
1549	0.6566581769	0.5500519136
1550	0.6566581769	0.5500516729
1551	0.6566581769	0.5500513691
1552	0.6566581769	0.5500513402
1553	0.6566581769	0.5500512014
1554	0.6566581769	0.550050926
1555	0.6566581769	0.5500501882
1556	0.6566581769	0.5500483122
1557	0.6566581769	0.5500463028
1558	0.6566581769	0.5500460412
1559	0.6566581769	0.5500459619
1560	0.6566558731	0.5500435567
1561	0.6566558731	0.5500416553
1562	0.6566558731	0.5500415734
1563	0.6566558731	0.5500382814
1564	0.6566558731	0.5500378768
1565	0.6566558731	0.5500377529
1566	0.6566558731	0.5500359373
1567	0.6566558731	0.5500358829
1568	0.6566558731	0.5500327633
1569	0.6566558731	0.5500324016
1570	0.6566558731	0.5500323582
1571	0.6566558731	0.5500316145
1572	0.6566558731	0.5500306828
1573	0.6566449539	0.5500294803
1574	0.6566449539	0.5500294707
1575	0.6566449539	0.5500293003
1576	0.6566777104	0.5500196234
1577	0.6566777104	0.5500156903
1578	0.6566777104	0.5500134484
1579	0.6566886285	0.5500126289
1580	0.6566886285	0.5500124629
1581	0.6566886285	0.5500120502
1582	0.6566886285	0.5500120233
1583	0.6566995463	0.5500119326
1584	0.6566995463	0.5500119156
1585	0.6567322976	0.5500051615
1586	0.6567322976	0.5500048647
1587	0.6567322976	0.5500001408
1588	0.6567322976	0.549998964
1589	0.6567322976	0.5499979717
1590	0.6567322976	0.5499979513
1591	0.6567322976	0.5499967956
1592	0.6567322976	0.5499949173
1593	0.6567322976	0.5499944641
1594	0.6567322976	0.5499943453
1595	0.6567322976	0.5499939994
1596	0.6567322976	0.5499935995
1597	0.6567432141	0.5499923798
1598	0.6567432141	0.5499919801
1599	0.6567432141	0.5499897613
1600	0.6567432141	0.5499868569
1601	0.6567432141	0.5499868212
1602	0.6567432141	0.5499866273
1603	0.6567432141	0.549985118
1604	0.6567432141	0.5499849992
1605	0.6567432141	0.5499845512
1606	0.6567432141	0.5499835277
1607	0.6567432141	0.5499833402
1608	0.6567455193	0.5499824858
1609	0.6567455193	0.5499824604
1610	0.6567455193	0.5499812655
1611	0.6567455193	0.5499811513
1612	0.6567455193	0.549980671
1613	0.6567455193	0.5499805985
1614	0.6567455193	0.5499805452
1615	0.6567455193	0.5499782653
1616	0.6567455193	0.5499737571
1617	0.6567455193	0.5499729242
1618	0.6567455193	0.5499728147
1619	0.6567673515	0.5499696329
1620	0.6567673515	0.5499663526
1621	0.6567673515	0.5499658104
1622	0.6567673515	0.5499658011
1623	0.6567759613	0.5499638748
1624	0.6567868764	0.549962596
1625	0.6567868764	0.5499613179
1626	0.6567868764	0.5499612871
1627	0.6567868764	0.5499607374
1628	0.6567868764	0.5499606453
1629	0.6567868764	0.5499583108
1630	0.6567868764	0.5499576744
1631	0.6567868764	0.5499574992
1632	0.6567868764	0.5499554809
1633	0.6567868764	0.5499550845
1634	0.6567868764	0.5499550744
1635	0.6567868764	0.5499531807
1636	0.6567868764	0.5499526322
1637	0.6567868764	0.5499515828
1638	0.6567868764	0.5499501838
1639	0.6567868764	0.5499482649
1640	0.6567977911	0.5499470477
1641	0.6567977911	0.5499462305
1642	0.6567977911	0.549945005
1643	0.6567977911	0.549944952
1644	0.6567977911	0.5499448723
1645	0.6567977911	0.5499447825
1646	0.6567868764	0.5499427943
1647	0.6567868764	0.5499406818
1648	0.6567954849	0.5499393834
1649	0.6567954849	0.5499388425
1650	0.6567954849	0.549938651
1651	0.6567954849	0.549938621
1652	0.6567954849	0.54993847
1653	0.6567954849	0.5499374034
1654	0.6567845704	0.549937143
1655	0.6567845704	0.5499359965
1656	0.6567845704	0.5499322068
1657	0.6567845704	0.5499317707
1658	0.6567845704	0.5499310978
1659	0.6567845704	0.5499308723
1660	0.6567736555	0.5499292838
1661	0.6567736555	0.549928704
1662	0.6567845704	0.5499276111
1663	0.6567845704	0.5499272479
1664	0.6567845704	0.5499271345
1665	0.6567845704	0.5499219511
1666	0.6567845704	0.5499190868
1667	0.6567845704	0.5499174952
1668	0.6567845704	0.549917268
1669	0.6567954849	0.5499145774
1670	0.6568063991	0.549913528
1671	0.6568063991	0.5499129956
1672	0.6567736555	0.5499124143
1673	0.6567736555	0.549912018
1674	0.6567736555	0.5499101265
1675	0.6567954849	0.5499039467
1676	0.6567954849	0.5499034423
1677	0.6567954849	0.5499024726
1678	0.6567954849	0.5498941196
1679	0.6567954849	0.5498934588
1680	0.6568063991	0.5498885889
1681	0.6568063991	0.5498877153
1682	0.6568063991	0.5498874303
1683	0.6568063991	0.54988013
1684	0.6568063991	0.549880001
1685	0.6568063991	0.5498797079
1686	0.6568063991	0.5498784631
1687	0.6568063991	0.5498783591
1688	0.6568063991	0.5498779461
1689	0.6568063991	0.5498774823
1690	0.6568063991	0.549877228
1691	0.6568063991	0.549876728
1692	0.6568063991	0.5498753943
1693	0.6568063991	0.5498753531
1694	0.6568063991	0.5498748562
1695	0.6568063991	0.5498748016
1696	0.656817313	0.549873294
1697	0.656817313	0.549873067
1698	0.656817313	0.5498728106
1699	0.656817313	0.5498721061
1700	0.656817313	0.5498720292
1701	0.656817313	0.5498718655
1702	0.656817313	0.5498708235
1703	0.656817313	0.5498681859
1704	0.656817313	0.5498671264
1705	0.656817313	0.5498628989
1706	0.6568391397	0.5498556647
1707	0.6568500525	0.5498550492
1708	0.6568500525	0.5498549874
1709	0.6568500525	0.5498530244
1710	0.6568500525	0.5498517409
1711	0.6568500525	0.5498516152
1712	0.6568500525	0.5498515274
1713	0.6568500525	0.5498512905
1714	0.6568500525	0.5498492632
1715	0.6568718771	0.5498432819
1716	0.6568718771	0.5498430629
1717	0.6568718771	0.5498429747
1718	0.6568718771	0.5498418813
1719	0.6568718771	0.5498414511
1720	0.6568718771	0.5498411793
