step,mloss,gloss,loss
10.0,0.0,0.9946,0.9946
20.0,0.0,0.9764,0.9764
30.0,0.0,0.9202,0.9202
40.0,0.0,0.7791,0.7791
50.0,0.0,0.5584,0.5584
60.0,0.0,0.5279,0.5279
70.0,0.0,0.5082,0.5082
80.0,0.0,0.5009,0.5009
90.0,0.0,0.4847,0.4847
100.0,0.0,0.4782,0.4782
110.0,0.0,0.4624,0.4624
120.0,0.0,0.4603,0.4603
130.0,0.0,0.4492,0.4492
140.0,0.0,0.4453,0.4453
150.0,0.0,0.4469,0.4469
160.0,0.0,0.4501,0.4501
170.0,0.0,0.4561,0.4561
180.0,0.0,0.4462,0.4462
190.0,0.0,0.4427,0.4427
200.0,0.0,0.442,0.442
210.0,0.0,0.448,0.448
220.0,0.0,0.4431,0.4431
230.0,0.0,0.4428,0.4428
240.0,0.0,0.4364,0.4364
250.0,0.0,0.442,0.442
260.0,0.0,0.4393,0.4393
270.0,0.0,0.438,0.438
280.0,0.0,0.4392,0.4392
290.0,0.0,0.44,0.44
300.0,0.0,0.4383,0.4383
310.0,0.0,0.4378,0.4378
320.0,0.0,0.4308,0.4308
330.0,0.0,0.4307,0.4307
340.0,0.0,0.4294,0.4294
350.0,0.0,0.4382,0.4382
360.0,0.0,0.4374,0.4374
370.0,0.0,0.4287,0.4287
380.0,0.0,0.4339,0.4339
390.0,0.0,0.4338,0.4338
400.0,0.0,0.43,0.43
