step,mloss,gloss,loss
10.0,0.0,0.9961,0.9961
20.0,0.0,0.9964,0.9964
30.0,0.0,0.9554,0.9554
40.0,0.0,0.7633,0.7633
50.0,0.0,0.6369,0.6369
60.0,0.0,0.6019,0.6019
70.0,0.0,0.5625,0.5625
80.0,0.0,0.5575,0.5575
90.0,0.0,0.5638,0.5638
100.0,0.0,0.5529,0.5529
110.0,0.0,0.5388,0.5388
120.0,0.0,0.5341,0.5341
130.0,0.0,0.5136,0.5136
140.0,0.0,0.5157,0.5157
150.0,0.0,0.5117,0.5117
160.0,0.0,0.5067,0.5067
170.0,0.0,0.51,0.51
180.0,0.0,0.5041,0.5041
190.0,0.0,0.4927,0.4927
200.0,0.0,0.4903,0.4903
210.0,0.0,0.4879,0.4879
220.0,0.0,0.4868,0.4868
230.0,0.0,0.4885,0.4885
240.0,0.0,0.4801,0.4801
250.0,0.0,0.4868,0.4868
260.0,0.0,0.4756,0.4756
270.0,0.0,0.4833,0.4833
280.0,0.0,0.4782,0.4782
290.0,0.0,0.4741,0.4741
300.0,0.0,0.4753,0.4753
310.0,0.0,0.4758,0.4758
320.0,0.0,0.4655,0.4655
330.0,0.0,0.4708,0.4708
340.0,0.0,0.4652,0.4652
350.0,0.0,0.47,0.47
360.0,0.0,0.4683,0.4683
370.0,0.0,0.4644,0.4644
380.0,0.0,0.4691,0.4691
390.0,0.0,0.4654,0.4654
400.0,0.0,0.4652,0.4652
