step,mloss,gloss,loss
10.0,0.0,0.9777,0.9777
20.0,0.0,1.0082,1.0082
30.0,0.0,1.0048,1.0048
40.0,0.0,0.8002,0.8002
50.0,0.0,0.7512,0.7512
60.0,0.0,0.6173,0.6173
70.0,0.0,0.5749,0.5749
80.0,0.0,0.563,0.563
90.0,0.0,0.5457,0.5457
100.0,0.0,0.5179,0.5179
110.0,0.0,0.5005,0.5005
120.0,0.0,0.4912,0.4912
130.0,0.0,0.4857,0.4857
140.0,0.0,0.4795,0.4795
150.0,0.0,0.446,0.446
160.0,0.0,0.4618,0.4618
170.0,0.0,0.4662,0.4662
180.0,0.0,0.4699,0.4699
190.0,0.0,0.4407,0.4407
200.0,0.0,0.4567,0.4567
210.0,0.0,0.4548,0.4548
220.0,0.0,0.4654,0.4654
230.0,0.0,0.4565,0.4565
240.0,0.0,0.4634,0.4634
250.0,0.0,0.4597,0.4597
260.0,0.0,0.4493,0.4493
270.0,0.0,0.4393,0.4393
280.0,0.0,0.4544,0.4544
290.0,0.0,0.4481,0.4481
300.0,0.0,0.4321,0.4321
310.0,0.0,0.4361,0.4361
320.0,0.0,0.4411,0.4411
330.0,0.0,0.4276,0.4276
340.0,0.0,0.4354,0.4354
350.0,0.0,0.4346,0.4346
360.0,0.0,0.4357,0.4357
370.0,0.0,0.4349,0.4349
380.0,0.0,0.4443,0.4443
390.0,0.0,0.4434,0.4434
400.0,0.0,0.4404,0.4404
