step,mloss,gloss,loss
10.0,0.0,0.9777,0.9777
20.0,0.0,1.0076,1.0076
30.0,0.0,0.9961,0.9961
40.0,0.0,0.7737,0.7737
50.0,0.0,0.6748,0.6748
60.0,0.0,0.6015,0.6015
70.0,0.0,0.5518,0.5518
80.0,0.0,0.5597,0.5597
90.0,0.0,0.5464,0.5464
100.0,0.0,0.5203,0.5203
110.0,0.0,0.5074,0.5074
120.0,0.0,0.4976,0.4976
130.0,0.0,0.4971,0.4971
140.0,0.0,0.4914,0.4914
150.0,0.0,0.4581,0.4581
160.0,0.0,0.4687,0.4687
170.0,0.0,0.4697,0.4697
180.0,0.0,0.4642,0.4642
190.0,0.0,0.4407,0.4407
200.0,0.0,0.4615,0.4615
210.0,0.0,0.4551,0.4551
220.0,0.0,0.4669,0.4669
230.0,0.0,0.4569,0.4569
240.0,0.0,0.4636,0.4636
250.0,0.0,0.4604,0.4604
260.0,0.0,0.4525,0.4525
270.0,0.0,0.4443,0.4443
280.0,0.0,0.4578,0.4578
290.0,0.0,0.4544,0.4544
300.0,0.0,0.4397,0.4397
