step,mloss,gloss,loss
10.0,0.0,0.6962,0.6962
20.0,0.0,0.5688,0.5688
30.0,0.0,0.5234,0.5234
40.0,0.0,0.5314,0.5314
50.0,0.0,0.5177,0.5177
60.0,0.0,0.5191,0.5191
70.0,0.0,0.5085,0.5085
80.0,0.0,0.4961,0.4961
90.0,0.0,0.4926,0.4926
100.0,0.0,0.4831,0.4831
110.0,0.0,0.4828,0.4828
120.0,0.0,0.48,0.48
130.0,0.0,0.4782,0.4782
140.0,0.0,0.4669,0.4669
150.0,0.0,0.4715,0.4715
160.0,0.0,0.471,0.471
170.0,0.0,0.4691,0.4691
180.0,0.0,0.4665,0.4665
190.0,0.0,0.4693,0.4693
200.0,0.0,0.4771,0.4771
210.0,0.0,0.4663,0.4663
220.0,0.0,0.4648,0.4648
230.0,0.0,0.4595,0.4595
240.0,0.0,0.4659,0.4659
250.0,0.0,0.4687,0.4687
260.0,0.0,0.4633,0.4633
270.0,0.0,0.4594,0.4594
280.0,0.0,0.4597,0.4597
290.0,0.0,0.4591,0.4591
300.0,0.0,0.465,0.465
310.0,0.0,0.4631,0.4631
320.0,0.0,0.4555,0.4555
330.0,0.0,0.4569,0.4569
340.0,0.0,0.4542,0.4542
350.0,0.0,0.4614,0.4614
360.0,0.0,0.4591,0.4591
370.0,0.0,0.4553,0.4553
380.0,0.0,0.458,0.458
390.0,0.0,0.4478,0.4478
400.0,0.0,0.4557,0.4557
410.0,0.0,0.4553,0.4553
