step,mloss,gloss,loss
10.0,0.0,0.9777,0.9777
20.0,0.0,1.0071,1.0071
30.0,0.0,0.9845,0.9845
40.0,0.0,0.7563,0.7563
50.0,0.0,0.6826,0.6826
60.0,0.0,0.5806,0.5806
70.0,0.0,0.55,0.55
80.0,0.0,0.558,0.558
90.0,0.0,0.5417,0.5417
100.0,0.0,0.5214,0.5214
110.0,0.0,0.5048,0.5048
120.0,0.0,0.4973,0.4973
130.0,0.0,0.4941,0.4941
140.0,0.0,0.4827,0.4827
150.0,0.0,0.4514,0.4514
160.0,0.0,0.46,0.46
170.0,0.0,0.4651,0.4651
180.0,0.0,0.4601,0.4601
190.0,0.0,0.4347,0.4347
200.0,0.0,0.4563,0.4563
210.0,0.0,0.4495,0.4495
220.0,0.0,0.4617,0.4617
230.0,0.0,0.4524,0.4524
240.0,0.0,0.4599,0.4599
250.0,0.0,0.4576,0.4576
260.0,0.0,0.4481,0.4481
270.0,0.0,0.4419,0.4419
280.0,0.0,0.456,0.456
290.0,0.0,0.4481,0.4481
300.0,0.0,0.4356,0.4356
