step,mloss,gloss,loss
10.0,0.0,0.9965,0.9965
20.0,0.0,0.9978,0.9978
30.0,0.0,0.9717,0.9717
40.0,0.0,0.769,0.769
50.0,0.0,0.7325,0.7325
60.0,0.0,0.7114,0.7114
70.0,0.0,0.608,0.608
80.0,0.0,0.578,0.578
90.0,0.0,0.5427,0.5427
100.0,0.0,0.5291,0.5291
110.0,0.0,0.5295,0.5295
120.0,0.0,0.5304,0.5304
130.0,0.0,0.5153,0.5153
140.0,0.0,0.5168,0.5168
150.0,0.0,0.5143,0.5143
160.0,0.0,0.5178,0.5178
170.0,0.0,0.5339,0.5339
180.0,0.0,0.5215,0.5215
190.0,0.0,0.5074,0.5074
200.0,0.0,0.4978,0.4978
210.0,0.0,0.4942,0.4942
220.0,0.0,0.4846,0.4846
230.0,0.0,0.4879,0.4879
240.0,0.0,0.4784,0.4784
250.0,0.0,0.4846,0.4846
260.0,0.0,0.4718,0.4718
270.0,0.0,0.481,0.481
280.0,0.0,0.4769,0.4769
290.0,0.0,0.4705,0.4705
300.0,0.0,0.4703,0.4703
310.0,0.0,0.4682,0.4682
320.0,0.0,0.4644,0.4644
330.0,0.0,0.4689,0.4689
340.0,0.0,0.4623,0.4623
350.0,0.0,0.4673,0.4673
360.0,0.0,0.4662,0.4662
370.0,0.0,0.4631,0.4631
380.0,0.0,0.4654,0.4654
390.0,0.0,0.4625,0.4625
400.0,0.0,0.4623,0.4623
