step,mloss,gloss,loss
10.0,0.0,0.7264,0.7264
20.0,0.0,0.6163,0.6163
30.0,0.0,0.5529,0.5529
40.0,0.0,0.5457,0.5457
50.0,0.0,0.5483,0.5483
60.0,0.0,0.5369,0.5369
70.0,0.0,0.5533,0.5533
80.0,0.0,0.5568,0.5568
90.0,0.0,0.5514,0.5514
100.0,0.0,0.5583,0.5583
110.0,0.0,0.5603,0.5603
120.0,0.0,0.5545,0.5545
130.0,0.0,0.5695,0.5695
140.0,0.0,0.562,0.562
150.0,0.0,0.571,0.571
160.0,0.0,0.5534,0.5534
170.0,0.0,0.5654,0.5654
180.0,0.0,0.5592,0.5592
190.0,0.0,0.5545,0.5545
200.0,0.0,0.5515,0.5515
210.0,0.0,0.5449,0.5449
220.0,0.0,0.5411,0.5411
230.0,0.0,0.5398,0.5398
240.0,0.0,0.5324,0.5324
250.0,0.0,0.5397,0.5397
260.0,0.0,0.5363,0.5363
270.0,0.0,0.5279,0.5279
280.0,0.0,0.522,0.522
290.0,0.0,0.5272,0.5272
300.0,0.0,0.5261,0.5261
310.0,0.0,0.5282,0.5282
320.0,0.0,0.5274,0.5274
330.0,0.0,0.5232,0.5232
