step,mloss,gloss,loss
10.0,0.0,0.8447,0.8447
20.0,0.0,0.6714,0.6714
30.0,0.0,0.5676,0.5676
40.0,0.0,0.5531,0.5531
50.0,0.0,0.5471,0.5471
60.0,0.0,0.5294,0.5294
70.0,0.0,0.5279,0.5279
80.0,0.0,0.5257,0.5257
90.0,0.0,0.5215,0.5215
100.0,0.0,0.517,0.517
110.0,0.0,0.5153,0.5153
120.0,0.0,0.5186,0.5186
130.0,0.0,0.5177,0.5177
140.0,0.0,0.506,0.506
150.0,0.0,0.4984,0.4984
160.0,0.0,0.4955,0.4955
170.0,0.0,0.4928,0.4928
180.0,0.0,0.4844,0.4844
190.0,0.0,0.4775,0.4775
200.0,0.0,0.4739,0.4739
210.0,0.0,0.4782,0.4782
220.0,0.0,0.4761,0.4761
230.0,0.0,0.4698,0.4698
240.0,0.0,0.4741,0.4741
250.0,0.0,0.4665,0.4665
260.0,0.0,0.4615,0.4615
270.0,0.0,0.4633,0.4633
280.0,0.0,0.4681,0.4681
290.0,0.0,0.4686,0.4686
300.0,0.0,0.4647,0.4647
310.0,0.0,0.4608,0.4608
320.0,0.0,0.4584,0.4584
330.0,0.0,0.4676,0.4676
340.0,0.0,0.4626,0.4626
350.0,0.0,0.4568,0.4568
360.0,0.0,0.4596,0.4596
370.0,0.0,0.4648,0.4648
380.0,0.0,0.4606,0.4606
390.0,0.0,0.4587,0.4587
400.0,0.0,0.4617,0.4617
410.0,0.0,0.4584,0.4584
420.0,0.0,0.4606,0.4606
430.0,0.0,0.4598,0.4598
440.0,0.0,0.4571,0.4571
450.0,0.0,0.4544,0.4544
460.0,0.0,0.4553,0.4553
470.0,0.0,0.4484,0.4484
480.0,0.0,0.4452,0.4452
490.0,0.0,0.4574,0.4574
500.0,0.0,0.4497,0.4497
510.0,0.0,0.4555,0.4555
520.0,0.0,0.4587,0.4587
530.0,0.0,0.4534,0.4534
540.0,0.0,0.4568,0.4568
550.0,0.0,0.4516,0.4516
560.0,0.0,0.4446,0.4446
570.0,0.0,0.4493,0.4493
580.0,0.0,0.451,0.451
590.0,0.0,0.4454,0.4454
600.0,0.0,0.45,0.45
610.0,0.0,0.4484,0.4484
620.0,0.0,0.4498,0.4498
630.0,0.0,0.4488,0.4488
640.0,0.0,0.4505,0.4505
650.0,0.0,0.451,0.451
660.0,0.0,0.4465,0.4465
670.0,0.0,0.4443,0.4443
680.0,0.0,0.4475,0.4475
690.0,0.0,0.4504,0.4504
700.0,0.0,0.4452,0.4452
710.0,0.0,0.449,0.449
720.0,0.0,0.4415,0.4415
730.0,0.0,0.4456,0.4456
