step,mloss,gloss,loss
10.0,0.0,0.6947,0.6947
20.0,0.0,0.6207,0.6207
30.0,0.0,0.5477,0.5477
40.0,0.0,0.5452,0.5452
50.0,0.0,0.5216,0.5216
60.0,0.0,0.5252,0.5252
70.0,0.0,0.5073,0.5073
80.0,0.0,0.5071,0.5071
90.0,0.0,0.5103,0.5103
100.0,0.0,0.5034,0.5034
110.0,0.0,0.5038,0.5038
120.0,0.0,0.4973,0.4973
130.0,0.0,0.4978,0.4978
140.0,0.0,0.5014,0.5014
150.0,0.0,0.5067,0.5067
160.0,0.0,0.4983,0.4983
170.0,0.0,0.4907,0.4907
180.0,0.0,0.4967,0.4967
190.0,0.0,0.4937,0.4937
200.0,0.0,0.4888,0.4888
210.0,0.0,0.4894,0.4894
220.0,0.0,0.4897,0.4897
230.0,0.0,0.487,0.487
240.0,0.0,0.48,0.48
250.0,0.0,0.4788,0.4788
260.0,0.0,0.4761,0.4761
270.0,0.0,0.4783,0.4783
280.0,0.0,0.4789,0.4789
290.0,0.0,0.4815,0.4815
300.0,0.0,0.4799,0.4799
310.0,0.0,0.4757,0.4757
